run,operation,started,time,status,label,batch_size,epochs,lr,sample_file,loss_train,max_acc_train,loss_test,max_acc_test,acc_test,acc_train,checkpoint_dir,data_dir,hidden_size,step,acc/test,acc/train,loss/test,loss/train,sc_false,sc_true,tsample,tsr_stop,l1_loss/test,l1_loss/train,l2_loss/test,l2_loss/train,output_size
03c0d570,vtsnn:tact_ann,2020-03-09 21:21:30,0:08:10,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=2,8,600,0.0001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.6000000238418579,1.0,0.24146735668182373,0.004512446001172066,,,,,,,,,
f977633b,vtsnn:tact,2020-03-09 21:19:04,0:02:58,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.75,1.0,109.63346099853516,1.3029744625091553,5,150,325,325,0.17369741201400757,0.1730220764875412,3510.160888671875,3559.055908203125,
f1ddc009,vtsnn:tact,2020-03-09 21:16:05,0:02:58,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.75,1.0,105.36672973632812,0.6271795630455017,5,150,325,325,0.16357722878456116,0.16235579550266266,3291.040283203125,3371.630859375,
368a81dc,vtsnn:tact_ann,2020-03-09 21:13:11,0:08:18,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=2,8,600,0.0001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.550000011920929,1.0,0.22932706773281097,0.0022744645830243826,,,,,,,,,
685c4549,vtsnn:tact,2020-03-09 21:13:06,0:02:59,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.699999988079071,0.9958333373069763,128.73269653320312,11.07974624633789,5,150,325,325,0.17585186660289764,0.1762412190437317,3794.721435546875,3865.087158203125,
53571d89,vtsnn:tact,2020-03-09 21:10:07,0:02:58,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.699999988079071,1.0,106.80538177490234,0.7822564840316772,5,150,325,325,0.1468028873205185,0.14489224553108215,2788.0888671875,2869.88427734375,
7c7caf50,vtsnn:tact,2020-03-09 21:07:06,0:03:00,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6833333373069763,1.0,124.73750305175781,1.305846095085144,5,150,325,325,0.22600510716438293,0.23032252490520477,5123.05029296875,5375.11083984375,
02271a48,vtsnn:tact_ann,2020-03-09 21:04:50,0:08:21,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=2,8,600,0.0001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.4833333194255829,1.0,0.3351019024848938,0.004187996499240398,,,,,,,,,
b9468fc5,vtsnn:tact,2020-03-09 21:04:06,0:02:59,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.7166666388511658,1.0,116.58038330078125,1.7325129508972168,5,150,325,325,0.18181639909744263,0.1850440949201584,3913.059814453125,4080.43603515625,
cf00727e,vtsnn:tact,2020-03-09 21:01:08,0:02:58,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6333333253860474,1.0,123.6919174194336,1.0271797180175781,5,150,325,325,0.20347659289836884,0.20391108095645905,4533.29248046875,4692.05712890625,
a3ebcef9,vtsnn:tact,2020-03-09 20:58:09,0:02:59,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6666666865348816,0.9958333373069763,121.03153228759766,6.379436016082764,5,150,325,325,0.19777344167232513,0.19681334495544434,4315.9658203125,4371.599609375,
23fc14ea,vtsnn:tact_ann,2020-03-09 20:56:21,0:08:28,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=1,8,600,0.0001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.44999998807907104,1.0,0.28737056255340576,0.0014564370503649116,,,,,,,,,
904f8e43,vtsnn:tact,2020-03-09 20:55:12,0:02:57,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.699999988079071,0.9958333373069763,101.87364959716797,5.6567182540893555,5,150,325,325,0.18174880743026733,0.18596196174621582,3787.78955078125,4037.604736328125,
25507181,vtsnn:tact,2020-03-09 20:52:14,0:02:57,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6833333373069763,1.0,113.89230346679688,0.7833333611488342,5,150,325,325,0.15569260716438293,0.15753646194934845,3171.687744140625,3291.338134765625,
338f2624,vtsnn:tact,2020-03-09 20:49:18,0:02:56,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6499999761581421,1.0,111.42671966552734,0.9056410789489746,5,150,325,325,0.1829492300748825,0.1843850463628769,3973.665771484375,4062.385009765625,
9a648782,vtsnn:tact_ann,2020-03-09 20:48:02,0:08:19,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=1,8,600,0.0001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.5333333611488342,1.0,0.26366767287254333,0.0019395609851926565,,,,,,,,,
69c409a2,vtsnn:tact,2020-03-09 20:46:20,0:02:57,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6666666865348816,1.0,112.27845764160156,1.0314358472824097,5,150,325,325,0.20522235333919525,0.2054775506258011,4560.302734375,4670.404296875,
fa523a26,vtsnn:tact,2020-03-09 20:43:20,0:03:00,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6666666865348816,1.0,104.29769134521484,1.1182050704956055,5,150,325,325,0.1714317947626114,0.17455407977104187,3649.006591796875,3868.151611328125,
fa39ecfd,vtsnn:tact,2020-03-09 20:40:23,0:02:56,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.7833333611488342,1.0,100.27922058105469,2.0671794414520264,5,150,325,325,0.17863881587982178,0.18099159002304077,4059.48681640625,4294.06982421875,
9befc7a4,vtsnn:tact_ann,2020-03-09 20:39:40,0:08:21,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=1,8,600,0.0001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.5333333611488342,1.0,0.2707827389240265,0.0013635206269100308,,,,,,,,,
0acd194f,vtsnn:tact,2020-03-09 20:37:30,0:02:52,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6333333253860474,1.0,127.49191284179688,4.616974830627441,5,150,325,325,0.16863881051540375,0.1663782149553299,3506.99169921875,3546.626953125,
ca717c0a,vtsnn:tact_ann,2020-03-09 20:24:50,0:09:03,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=5,8,600,0.0001,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.4333333373069763,1.0,0.3535890579223633,0.0009022891754284501,,,,,,,,,
72d79331,vtsnn:tact_ann,2020-03-09 20:24:44,0:09:05,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=5,8,600,0.0001,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.38333332538604736,1.0,0.3237352669239044,0.005436827428638935,,,,,,,,,
7b8f1255,vtsnn:tact_ann,2020-03-09 20:24:30,0:09:10,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=5,8,600,0.0001,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.5166666507720947,1.0,0.31485456228256226,0.0019194759661331773,,,,,,,,,
f71e272e,vtsnn:tact_ann,2020-03-09 20:15:32,0:09:11,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=4,8,600,0.0001,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.5333333611488342,0.987500011920929,0.28849977254867554,0.007732291705906391,,,,,,,,,
0c9288fc,vtsnn:tact_ann,2020-03-09 20:15:31,0:09:18,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=4,8,600,0.0001,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.5333333611488342,1.0,0.3047593832015991,0.0031097321771085262,,,,,,,,,
96a5d489,vtsnn:tact_ann,2020-03-09 20:15:09,0:09:20,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=4,8,600,0.0001,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.4833333194255829,1.0,0.27000224590301514,0.0028300450649112463,,,,,,,,,
3665bea8,vtsnn:tact_ann,2020-03-09 20:06:33,0:08:58,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=3,8,600,0.0001,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.5833333134651184,1.0,0.27597537636756897,0.0022805992048233747,,,,,,,,,
bf88202a,vtsnn:tact_ann,2020-03-09 20:06:25,0:09:06,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=3,8,600,0.0001,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.550000011920929,0.9958333373069763,0.28716593980789185,0.005156899336725473,,,,,,,,,
10887f09,vtsnn:tact_ann,2020-03-09 20:05:58,0:09:10,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=3,8,600,0.0001,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.550000011920929,1.0,0.20193852484226227,0.0017893577460199594,,,,,,,,,
ce56ea48,vtsnn:tact_ann,2020-03-09 19:57:44,0:08:48,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=2,8,600,0.0001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.4000000059604645,1.0,0.3425958454608917,0.0013215169310569763,,,,,,,,,
2cd2d08b,vtsnn:tact_ann,2020-03-09 19:57:29,0:08:55,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=2,8,600,0.0001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.5333333611488342,0.9958333373069763,0.2704537808895111,0.0027468125335872173,,,,,,,,,
9cbed93a,vtsnn:tact_ann,2020-03-09 19:56:57,0:09:01,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=2,8,600,0.0001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.4833333194255829,1.0,0.2923148274421692,0.003776292549446225,,,,,,,,,
5aa85323,vtsnn:tact_ann,2020-03-09 19:48:48,0:08:55,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=1,8,600,0.0001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,599,0.4333333373069763,1.0,0.309394508600235,0.003007018705829978,,,,,,,,,
861c0b92,vtsnn:tact_ann,2020-03-09 19:48:36,0:08:52,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=1,8,600,0.0001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.4166666567325592,1.0,0.2947836220264435,0.002922189189121127,,,,,,,,,
db018837,vtsnn:tact_ann,2020-03-09 19:48:11,0:08:45,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 hidden_size=32 lr=0.0001 sample_file=1,8,600,0.0001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,32,600,0.4166666567325592,1.0,0.2812318205833435,0.0027904072776436806,,,,,,,,,
41099bcf,vtsnn:mm,2020-03-06 20:43:57,0:31:40,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.7833333611488342,1.0,96.36672973632812,0.7051795125007629,5,150,325,325,0.33669012784957886,0.33654913306236267,6114.9814453125,6132.90380859375,20
88cad422,vtsnn:mm,2020-03-06 20:42:45,0:32:18,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.7333333492279053,1.0,93.51691436767578,0.5774872303009033,5,150,325,325,0.3172261714935303,0.3132399320602417,5363.04833984375,5334.7646484375,20
18654301,vtsnn:mm,2020-03-06 20:41:55,0:32:12,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8333333134651184,1.0,89.31230163574219,0.45502567291259766,5,150,325,325,0.35141050815582275,0.3526499569416046,6827.60009765625,6913.9755859375,20
97cbfa5c,vtsnn:mm,2020-03-06 20:40:29,0:32:49,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,490,0.75,1.0,104.56999969482422,0.46487191319465637,5,150,325,325,0.33255311846733093,0.33372262120246887,6004.49462890625,6057.9326171875,20
3bfe748d,vtsnn:viz,2020-03-06 20:14:08,0:31:29,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.5333333611488342,0.9833333492279053,157.611328125,32.60641098022461,5,150,325,325,0.11649861931800842,0.1179194301366806,1519.9837646484375,1560.411376953125,20
4b766c63,vtsnn:mm,2020-03-06 20:02:40,0:41:17,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8500000238418579,1.0,72.75961303710938,0.8806154727935791,5,150,325,325,0.33398765325546265,0.33243322372436523,5757.26123046875,5833.38623046875,20
f11b6a53,vtsnn:mm,2020-03-06 20:01:28,0:40:27,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.7833333611488342,1.0,93.7034683227539,1.1693333387374878,5,150,325,325,0.32671284675598145,0.3256947100162506,5867.6640625,5920.712890625,20
59ce984c,vtsnn:mm,2020-03-06 20:01:07,0:41:38,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8666666746139526,1.0,61.46692657470703,0.4282051920890808,5,150,325,325,0.3127392530441284,0.30936184525489807,5071.01611328125,5075.53857421875,20
2abb774f,vtsnn:mm,2020-03-06 19:59:48,0:40:40,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8500000238418579,1.0,69.48211669921875,0.5790769457817078,5,150,325,325,0.34903255105018616,0.34977981448173523,6484.564453125,6577.3046875,20
ce43a04c,vtsnn:viz,2020-03-06 19:41:31,0:32:36,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.5833333134651184,0.9458333253860474,141.23806762695312,43.21625518798828,5,150,325,325,0.11766394227743149,0.11758960783481598,1535.7891845703125,1555.8572998046875,20
8e8cbd53,vtsnn:tact,2020-03-06 19:13:45,0:31:18,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.75,0.9750000238418579,110.74884033203125,21.54533576965332,5,150,325,325,0.2021259069442749,0.2021390050649643,4358.9091796875,4493.9765625,
7be17fca,vtsnn:mm,2020-03-06 19:13:44,0:47:43,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.7166666388511658,1.0,95.55326080322266,1.5480512380599976,5,150,325,325,0.3195613920688629,0.3211432099342346,5433.49609375,5592.30126953125,20
f3349397,vtsnn:mm,2020-03-06 19:13:36,0:49:03,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.800000011920929,1.0,83.849609375,0.6816410422325134,5,150,325,325,0.32732418179512024,0.33161863684654236,6077.88671875,6304.68603515625,20
498b8d03,vtsnn:mm,2020-03-06 19:11:33,0:48:14,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8333333134651184,1.0,72.49269104003906,0.29753848910331726,5,150,325,325,0.31175851821899414,0.3136190176010132,5270.1201171875,5416.82421875,20
f2b77119,vtsnn:mm,2020-03-06 19:11:29,0:49:38,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8999999761581421,1.0,73.06537628173828,1.1442561149597168,5,150,325,325,0.3091839849948883,0.3139555752277374,5108.2109375,5328.5302734375,20
f62b71f7,vtsnn:viz,2020-03-06 18:44:10,0:57:21,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.6833333373069763,0.987500011920929,119.5167236328125,27.579898834228516,5,150,325,325,0.11690913885831833,0.11777736991643906,1522.8817138671875,1558.8477783203125,20
