run,operation,started,time,status,label,batch_size,epochs,lr,sample_file,loss_train,max_acc_train,loss_test,max_acc_test,acc_test,acc_train,checkpoint_dir,data_dir,hidden_size,step,acc/test,acc/train,loss/test,loss/train,sc_false,sc_true,tsample,tsr_stop,l1_loss/test,l1_loss/train,l2_loss/test,l2_loss/train,output_size
036bc9d2,vtsnn:tact,2020-03-06 18:25:26,0:48:17,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.7333333492279053,1.0,114.20672607421875,0.8971795439720154,5,150,325,325,0.18272987008094788,0.1818505823612213,4193.76171875,4249.9033203125,
7936d875,vtsnn:viz,2020-03-06 17:57:40,1:14:12,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.6166666746139526,0.949999988079071,132.86114501953125,40.41881561279297,5,150,325,325,0.11649861931800842,0.1179194301366806,1519.9837646484375,1560.411376953125,20
e64ed1af,vtsnn:mm,2020-03-06 17:57:21,1:16:22,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8666666746139526,1.0,70.4324951171875,0.2821538746356964,5,150,325,325,0.3375309705734253,0.3334326148033142,6286.45361328125,6226.13623046875,20
c19cd94b,vtsnn:mm,2020-03-06 17:56:53,1:16:43,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.75,1.0,91.23153686523438,0.40415385365486145,5,150,325,325,0.3186511695384979,0.3189236521720886,5419.39599609375,5431.75048828125,20
28242df7,vtsnn:viz,2020-03-06 17:55:59,1:14:46,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.550000011920929,0.9624999761581421,142.60018920898438,39.762718200683594,5,150,325,325,0.11649861931800842,0.1179194301366806,1519.9837646484375,1560.411376953125,20
9f630158,vtsnn:mm,2020-03-06 17:55:26,1:16:07,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8166666626930237,1.0,79.53384399414062,0.5921539068222046,5,150,325,325,0.30501413345336914,0.30420824885368347,5057.39111328125,5109.72021484375,20
0ee679b3,vtsnn:viz,2020-03-06 17:55:05,1:14:06,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.6333333253860474,0.925000011920929,122.40940856933594,61.68147659301758,5,150,325,325,0.11649861931800842,0.1179194301366806,1519.9837646484375,1560.411376953125,20
44bd3790,vtsnn:mm,2020-03-06 17:54:43,1:16:45,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8500000238418579,1.0,73.25288391113281,0.25579485297203064,5,150,325,325,0.3308458924293518,0.32727938890457153,6005.435546875,5900.6220703125,20
b0b8d0f8,vtsnn:tact,2020-03-06 17:35:32,0:49:54,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6499999761581421,1.0,127.53211975097656,1.9215898513793945,5,150,325,325,0.17038312554359436,0.1744050532579422,3490.882080078125,3677.31298828125,
e953ba89,vtsnn:viz,2020-03-06 17:28:49,1:15:20,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.550000011920929,0.9416666626930237,176.17115783691406,41.50553894042969,5,150,325,325,0.11927776038646698,0.11715611070394516,1635.7274169921875,1528.9581298828125,20
101a88b5,vtsnn:tact,2020-03-06 16:46:06,0:49:26,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.7666666507720947,1.0,105.13345336914062,1.398256540298462,5,150,325,325,0.13192157447338104,0.13964062929153442,2441.398193359375,2737.852783203125,
c5ab5e32,vtsnn:viz,2020-03-06 16:43:32,1:14:07,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.46666666865348816,0.9291666746139526,235.8455810546875,46.703495025634766,5,150,325,325,0.11766394227743149,0.11758960783481598,1535.7891845703125,1555.8572998046875,20
01b34208,vtsnn:viz,2020-03-06 16:42:04,1:13:01,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.6000000238418579,0.949999988079071,132.32998657226562,52.699337005615234,5,150,325,325,0.11766394227743149,0.11758960783481598,1535.7891845703125,1555.8572998046875,20
8415e893,vtsnn:viz,2020-03-06 16:41:53,1:14:05,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.6499999761581421,0.9750000238418579,138.26808166503906,27.22615623474121,5,150,325,325,0.11766394227743149,0.11758960783481598,1535.7891845703125,1555.8572998046875,20
3c4627f7,vtsnn:mm,2020-03-06 16:39:55,1:17:25,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8166666626930237,1.0,76.4638442993164,0.3828718662261963,5,150,325,325,0.3283374309539795,0.32959476113319397,5722.22021484375,5911.373046875,20
f498ae3c,vtsnn:mm,2020-03-06 16:39:50,1:17:03,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.8333333134651184,1.0,90.0669174194336,1.1539487838745117,5,150,325,325,0.3184399902820587,0.32261016964912415,5452.9091796875,5763.9541015625,20
f4687e8a,vtsnn:mm,2020-03-06 16:39:45,1:15:40,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.7833333611488342,1.0,91.39402770996094,0.4258461892604828,5,150,325,325,0.3199247717857361,0.3235125243663788,5542.572265625,5779.25341796875,20
31ee3d8d,vtsnn:mm,2020-03-06 16:39:40,1:15:03,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.001 output_size=20 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.001,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN,,500,0.800000011920929,1.0,78.22845458984375,5.745641708374023,5,150,325,325,0.32298964262008667,0.323609322309494,5548.60595703125,5717.259765625,20
1e7001ac,vtsnn:tact,2020-03-06 16:24:51,0:21:14,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.7666666507720947,1.0,96.06230163574219,2.399230718612671,5,150,325,325,0.2715640068054199,0.27275121212005615,6582.29931640625,6713.43505859375,
c16dcf42,vtsnn:viz,2020-03-06 16:24:38,1:04:11,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.550000011920929,0.9666666388511658,163.31808471679688,41.50857162475586,5,150,325,325,0.11795279383659363,0.11750952899456024,1538.03466796875,1555.20166015625,20
f9c2a1b4,vtsnn:viz,2020-03-06 16:05:05,0:38:26,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.6166666746139526,0.9416666626930237,130.54443359375,48.427486419677734,5,150,325,325,0.11690913885831833,0.11777736991643906,1522.8817138671875,1558.8477783203125,20
8acd702e,vtsnn:viz,2020-03-06 16:04:33,0:37:20,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.6333333253860474,0.9624999761581421,125.98095703125,43.0936393737793,5,150,325,325,0.11690913885831833,0.11777736991643906,1522.8817138671875,1558.8477783203125,20
ef330292,vtsnn:viz,2020-03-06 16:04:21,0:37:42,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.6166666746139526,0.9583333134651184,137.58653259277344,43.6162109375,5,150,325,325,0.11690913885831833,0.11777736991643906,1522.8817138671875,1558.8477783203125,20
55f0f2b2,vtsnn:tact,2020-03-06 15:51:21,0:26:23,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6499999761581421,0.9958333373069763,120.51826477050781,9.000616073608398,5,150,325,325,0.21791617572307587,0.2162535935640335,4957.29443359375,4974.75146484375,
b3b4c2c4,vtsnn:tact,2020-03-06 15:41:25,0:33:16,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.7333333492279053,1.0,110.39115905761719,0.9466667175292969,5,150,325,325,0.21531249582767487,0.21115505695343018,5025.33056640625,5008.31982421875,
fccff983,vtsnn:tact,2020-03-06 15:40:31,0:33:33,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=5 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,5,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.6333333253860474,1.0,116.81268310546875,1.186718225479126,5,150,325,325,0.22129356861114502,0.2217768430709839,5108.85205078125,5229.30810546875,
591c4e29,vtsnn:tact,2020-03-06 15:17:31,0:33:49,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.75,1.0,108.28288269042969,1.2252821922302246,5,150,325,325,0.165157750248909,0.1642816662788391,3342.058837890625,3431.3076171875,
6a60c821,vtsnn:viz,2020-03-06 15:13:23,0:51:41,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.550000011920929,0.9541666507720947,161.63864135742188,40.37410354614258,5,150,325,325,0.11927776038646698,0.11715611070394516,1635.7274169921875,1528.9581298828125,20
ea554be8,vtsnn:viz,2020-03-06 15:13:01,0:51:19,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,490,0.5,0.9541666507720947,168.33518981933594,38.003997802734375,5,150,325,325,0.11927776038646698,0.11715611070394516,1635.7274169921875,1528.9581298828125,20
49e94613,vtsnn:viz,2020-03-06 15:12:51,0:51:41,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.46666666865348816,0.9624999761581421,200.03440856933594,44.9578971862793,5,150,325,325,0.11927776038646698,0.11715611070394516,1635.7274169921875,1528.9581298828125,20
58accdc8,vtsnn:tact,2020-03-06 15:08:02,0:33:22,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.699999988079071,0.9791666865348816,119.59556579589844,13.825695037841797,5,150,325,325,0.2146138697862625,0.20872478187084198,4733.46337890625,4659.30029296875,
491a83ea,vtsnn:tact,2020-03-06 15:06:58,0:33:32,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=4 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,4,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6166666746139526,1.0,123.85462188720703,2.2110769748687744,5,150,325,325,0.21368539333343506,0.21014581620693207,4993.25146484375,4985.04931640625,
537c9a52,vtsnn:tact,2020-03-06 14:44:09,0:33:22,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.699999988079071,1.0,122.51980590820312,2.1816413402557373,5,150,325,325,0.16982270777225494,0.1706898957490921,3696.54150390625,3820.900146484375,
9addd78d,vtsnn:tact,2020-03-06 14:36:07,0:31:55,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6833333373069763,1.0,104.377685546875,3.7591798305511475,5,150,325,325,0.18692606687545776,0.18877004086971283,3964.10595703125,4133.900390625,
0e60a902,vtsnn:tact,2020-03-06 14:35:08,0:31:50,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=3 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,3,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.7333333492279053,0.9958333373069763,100.48307037353516,7.138461589813232,5,150,325,325,0.22389572858810425,0.22665546834468842,5108.3388671875,5251.94580078125,
ca4352b4,vtsnn:viz,2020-03-06 14:24:03,0:49:19,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.5166666507720947,0.9791666865348816,151.41845703125,37.22666549682617,5,150,325,325,0.11795279383659363,0.11750952899456024,1538.03466796875,1555.20166015625,20
97285ff3,vtsnn:viz,2020-03-06 14:23:56,0:49:04,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.5833333134651184,0.9708333611488342,143.14981079101562,36.164825439453125,5,150,325,325,0.11795279383659363,0.11750952899456024,1538.03466796875,1555.20166015625,20
4fdf9646,vtsnn:viz,2020-03-06 14:23:51,0:48:59,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=500 lr=0.01 output_size=20 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,.,/home/tasbolat/some_python_examples/data_VT_SNN/,,500,0.6833333373069763,0.9833333492279053,126.76038360595703,24.570924758911133,5,150,325,325,0.11795279383659363,0.11750952899456024,1538.03466796875,1555.20166015625,20
4dbd86c7,vtsnn:tact,2020-03-06 14:19:58,0:24:10,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.6666666865348816,1.0,117.09883880615234,1.6140004396438599,5,150,325,325,0.195932999253273,0.2049531191587448,4254.7666015625,4600.83056640625,
c213f98c,vtsnn:tact,2020-03-06 14:18:28,0:17:38,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.75,1.0,100.23306274414062,0.9712308645248413,5,150,325,325,0.15547776222229004,0.15994791686534882,3306.74609375,3488.4462890625,
185e24e3,vtsnn:tact,2020-03-06 14:18:15,0:16:52,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=2 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,2,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.699999988079071,1.0,107.38095092773438,0.8412308692932129,5,150,325,325,0.15862229466438293,0.16242028772830963,3246.343505859375,3456.98779296875,
13e0fadc,vtsnn:tact,2020-03-06 14:10:28,0:08:00,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,500,0.6499999761581421,1.0,125.04461669921875,2.846769332885742,5,150,325,325,0.20656849443912506,0.20565304160118103,4581.85693359375,4713.1123046875,
f39c0853,vtsnn:tact,2020-03-06 14:10:21,0:07:53,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.7333333492279053,1.0,107.3767318725586,2.283487558364868,5,150,325,325,0.22623799741268158,0.2253601998090744,5057.3798828125,5153.46142578125,
7b57d548,vtsnn:tact,2020-03-06 14:10:15,0:09:43,completed,batch_size=8 checkpoint_dir=/…/logged_models data_dir=/home/…/data_VT_SNN epochs=500 hidden_size=32 lr=0.01 sample_file=1 sc_false=5 sc_true=150 tsample=325 tsr_stop=325,8,500,0.01,1,,,,,,,/home/tasbolat/some_python_examples/VT_SNN/logged_models/,/home/tasbolat/some_python_examples/data_VT_SNN/,32,490,0.7333333492279053,1.0,107.23633575439453,0.9216411709785461,5,150,325,325,0.21004356443881989,0.2095416635274887,4757.56787109375,4901.31396484375,
